Y,age,gender,urban,party,fam_size,hukou,ethno,education,age_gap,edu_gap,gender_pref,mar_satisfy,work,work_hour,insurance,care_from_par,fin_from_par,fin_par,care_par,internet,social_trust,social_status,fixed_mind,growth_mind,religion,gover_evalu,reg_eldercare,reg_childcare,health,reg_medicare,fam_eduratio,house,fam_income,fam_income_rel,area,reg_svc,reg_urgap,reg_edu
2,39,0,1,0,7,0,1,12,4,0,1,3,1,25,5,0,1,1,0,180,6.25 ,3,2.50 ,3.00 ,0,2,8,2,5,3,0.042 ,1,110000,2,3,17083.3066 ,3.089 ,19.0900 
1,56,1,1,0,4,0,1,6,1,3,0,4,1,84,2,0,0,1,0,0,4.25 ,3,3.50 ,5.00 ,0,3,5,2,4,4,0.000 ,1,140000,3,3,17083.3066 ,3.089 ,19.0900 
2,32,1,1,0,4,0,1,16,3,1,1,5,1,50,2,1,1,0,0,240,6.00 ,3,1.00 ,5.00 ,0,3,10,10,2,2,0.000 ,1,140000,3,3,17083.3066 ,3.089 ,19.0900 
2,32,0,1,0,6,1,1,16,6,4,1,5,2,40,5,1,1,1,0,120,3.75 ,3,3.50 ,4.00 ,0,4,10,6,3,4,0.031 ,1,216000,3,3,17083.3066 ,3.089 ,19.0900 
3,56,1,1,0,5,0,1,12,1,6,1,5,1,63,2,0,0,0,0,120,6.25 ,3,3.00 ,3.00 ,0,2,8,7,3,4,0.000 ,0,85800,2,3,17083.3066 ,3.089 ,19.0900 
2,53,1,1,0,3,1,1,12,5,3,1,4,2,40,5,0,1,0,1,180,6.75 ,2,1.50 ,3.50 ,0,4,8,6,3,4,0.313 ,0,80000,3,3,17083.3066 ,3.089 ,19.0900 
2,48,0,1,0,3,1,1,15,5,3,1,4,2,40,5,0,0,0,0,180,6.50 ,3,3.00 ,3.00 ,0,3,8,8,3,4,0.313 ,0,80000,3,3,17083.3066 ,3.089 ,19.0900 
2,44,0,1,0,4,1,1,12,1,0,0,4,2,40,4,0,0,0,1,150,6.50 ,2,2.00 ,2.50 ,0,4,7,4,3,4,0.250 ,1,70000,2,3,17083.3066 ,3.089 ,19.0900 
2,43,1,1,0,4,1,1,12,1,0,1,5,1,60,3,1,0,0,1,210,5.00 ,1,2.00 ,4.00 ,0,4,10,7,3,4,0.250 ,1,70000,2,3,17083.3066 ,3.089 ,19.0900 
2,38,1,0,0,6,0,1,6,5,3,1,4,1,56,2,1,0,1,0,150,6.00 ,3,2.50 ,5.00 ,0,3,10,10,3,4,0.017 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,33,0,0,0,6,0,1,9,5,3,1,3,1,70,2,0,1,1,1,180,4.75 ,3,3.00 ,4.50 ,0,3,10,9,1,4,0.017 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
3,47,1,0,0,6,0,1,0,10,0,1,5,1,63,2,1,0,1,1,120,5.75 ,2,1.50 ,4.00 ,0,3,9,9,3,4,0.082 ,1,45000,1,3,17083.3066 ,3.089 ,19.0900 
3,37,0,0,0,6,0,1,0,10,0,1,4,1,63,2,0,0,1,0,120,5.50 ,3,2.00 ,3.50 ,0,1,10,0,3,5,0.082 ,1,45000,1,3,17083.3066 ,3.089 ,19.0900 
2,52,1,0,0,4,0,1,6,1,6,0,5,1,56,2,0,0,0,0,30,7.25 ,4,4.00 ,3.50 ,0,1,8,8,3,4,0.000 ,1,104000,3,3,17083.3066 ,3.089 ,19.0900 
2,57,1,0,0,2,0,1,6,6,6,1,5,1,70,2,0,0,0,0,0,4.25 ,5,4.50 ,5.00 ,0,2,5,5,1,3,0.000 ,1,100000,4,3,17083.3066 ,3.089 ,19.0900 
2,34,1,0,0,6,0,1,9,6,0,1,5,1,30,2,0,0,0,0,30,6.50 ,5,5.00 ,5.00 ,0,3,8,8,4,4,0.033 ,1,110000,2,3,17083.3066 ,3.089 ,19.0900 
2,54,1,0,0,7,0,1,6,1,6,1,5,1,60,2,0,0,1,1,0,10.00 ,5,5.00 ,5.00 ,0,4,10,10,5,4,0.013 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
3,32,1,0,0,7,0,1,6,1,0,1,5,1,40,2,1,0,0,0,60,8.50 ,3,3.00 ,3.50 ,0,3,8,6,3,1,0.013 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
2,45,1,0,0,6,0,1,6,4,6,1,5,1,70,2,0,0,0,0,0,6.00 ,3,1.50 ,3.00 ,0,5,8,6,4,4,0.462 ,1,70000,1,3,17083.3066 ,3.089 ,19.0900 
2,41,0,0,0,6,0,1,0,4,6,1,5,1,70,2,1,0,0,0,30,7.50 ,1,4.00 ,5.00 ,0,3,5,4,2,4,0.462 ,1,70000,1,3,17083.3066 ,3.089 ,19.0900 
2,36,1,0,1,5,1,1,12,3,6,1,4,1,63,2,1,0,1,0,90,4.50 ,3,2.50 ,3.00 ,0,4,5,5,3,3,0.000 ,1,76000,2,3,17083.3066 ,3.089 ,19.0900 
2,60,1,0,0,5,0,1,9,5,3,0,5,1,70,2,0,0,0,0,0,8.00 ,4,2.00 ,3.00 ,0,4,8,5,4,3,0.000 ,1,76000,2,3,17083.3066 ,3.089 ,19.0900 
1,39,0,0,0,5,0,1,6,3,6,1,5,0,0,2,0,0,0,0,30,4.75 ,4,4.00 ,3.50 ,0,5,6,7,4,4,0.000 ,1,76000,2,3,17083.3066 ,3.089 ,19.0900 
2,41,1,0,0,4,0,1,6,9,6,0,5,1,20,2,0,0,0,0,180,4.50 ,5,3.00 ,5.00 ,0,3,10,10,2,3,0.357 ,1,47000,1,3,17083.3066 ,3.089 ,19.0900 
2,38,1,0,0,7,0,1,0,7,0,1,5,1,70,2,1,0,1,1,0,5.00 ,2,2.00 ,2.50 ,0,5,10,5,5,5,0.026 ,1,22400,1,3,17083.3066 ,3.089 ,19.0900 
1,42,1,0,0,5,0,1,0,3,0,1,5,1,63,1,1,0,1,1,0,5.50 ,4,5.00 ,5.00 ,0,3,10,8,3,3,0.053 ,1,10000,1,3,17083.3066 ,3.089 ,19.0900 
1,45,0,0,0,5,0,1,0,3,0,1,5,1,70,1,0,0,0,0,60,7.75 ,4,5.00 ,5.00 ,0,3,10,10,4,4,0.053 ,1,10000,1,3,17083.3066 ,3.089 ,19.0900 
2,55,1,0,0,4,0,1,0,6,0,0,5,1,56,2,0,0,0,1,60,4.00 ,3,5.00 ,5.00 ,0,3,5,5,3,4,0.300 ,1,45000,1,3,17083.3066 ,3.089 ,19.0900 
2,49,0,0,0,4,0,1,0,6,0,1,5,1,70,2,0,0,1,0,120,2.25 ,4,4.00 ,4.00 ,0,5,10,8,2,4,0.300 ,1,45000,1,3,17083.3066 ,3.089 ,19.0900 
2,58,1,0,1,4,0,1,12,5,12,1,5,2,40,2,0,0,0,0,30,8.25 ,4,3.50 ,3.50 ,0,5,7,8,3,4,0.000 ,1,90000,2,3,17083.3066 ,3.089 ,19.0900 
2,38,1,0,0,6,0,1,9,7,3,0,5,1,56,2,1,0,1,0,60,5.50 ,3,3.00 ,5.00 ,0,1,10,0,5,4,0.013 ,1,447000,4,3,17083.3066 ,3.089 ,19.0900 
2,56,1,0,0,3,0,1,0,3,0,1,5,1,60,2,0,0,0,0,0,5.75 ,5,4.50 ,4.00 ,0,3,5,5,1,5,0.000 ,1,40000,2,3,17083.3066 ,3.089 ,19.0900 
2,51,1,0,0,5,0,1,9,6,9,0,5,1,60,2,0,0,1,0,60,6.25 ,3,2.50 ,4.00 ,0,4,8,8,3,4,0.619 ,1,45500,1,3,17083.3066 ,3.089 ,19.0900 
2,45,0,0,0,5,0,1,0,6,9,1,4,1,20,2,0,0,0,1,120,5.25 ,3,3.00 ,3.00 ,0,4,6,5,3,4,0.619 ,1,45500,1,3,17083.3066 ,3.089 ,19.0900 
3,49,1,0,0,4,0,1,9,0,9,1,5,1,73,2,0,0,0,0,120,5.75 ,3,2.00 ,4.00 ,0,3,8,8,3,4,0.800 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,49,1,0,1,3,0,1,6,4,6,1,3,1,36,2,0,0,0,0,120,6.75 ,5,3.50 ,5.00 ,0,4,6,6,2,3,0.000 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,40,0,0,0,5,0,1,6,0,3,0,5,1,28,2,1,0,1,1,30,7.75 ,4,5.00 ,4.00 ,0,4,0,10,1,5,0.167 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,44,1,0,0,5,0,1,6,10,0,1,5,1,42,1,0,0,1,1,0,7.50 ,4,3.50 ,4.00 ,0,2,10,8,5,4,0.005 ,1,72500,2,3,17083.3066 ,3.089 ,19.0900 
3,33,1,0,0,7,0,1,6,6,3,1,4,0,0,2,1,0,1,1,120,5.75 ,2,2.50 ,3.00 ,0,4,5,5,1,4,0.000 ,1,20000,1,3,17083.3066 ,3.089 ,19.0900 
2,37,0,0,0,6,0,1,0,5,9,1,5,1,70,2,0,0,0,0,10,5.25 ,4,4.00 ,5.00 ,0,1,10,10,1,5,0.500 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,42,1,0,1,6,0,1,9,5,9,1,5,1,70,2,1,0,0,0,0,8.25 ,3,3.00 ,5.00 ,1,2,10,10,4,4,0.500 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
3,29,1,0,0,7,0,1,9,5,0,1,5,1,84,2,1,0,0,0,120,5.50 ,1,5.00 ,1.00 ,0,4,5,5,3,4,0.008 ,1,40000,1,3,17083.3066 ,3.089 ,19.0900 
2,34,1,0,0,5,0,1,9,4,3,1,2,1,30,2,1,0,1,1,210,7.50 ,4,3.00 ,5.00 ,0,5,6,8,5,5,0.040 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,30,0,0,1,5,0,1,6,4,3,1,4,1,84,2,0,0,0,1,180,5.25 ,4,1.00 ,3.50 ,0,3,5,5,4,4,0.040 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,54,1,0,1,7,0,1,15,4,9,1,5,2,40,2,0,0,1,1,20,8.00 ,4,3.50 ,4.00 ,0,5,8,8,3,4,0.113 ,1,110000,2,3,17083.3066 ,3.089 ,19.0900 
2,34,1,0,0,7,0,1,12,3,0,0,5,1,40,5,0,0,0,0,120,8.25 ,2,3.00 ,5.00 ,0,3,10,5,5,4,0.113 ,1,110000,2,3,17083.3066 ,3.089 ,19.0900 
2,39,0,0,1,4,0,1,0,2,6,1,2,1,70,2,0,0,1,0,60,2.75 ,2,3.00 ,2.00 ,0,2,4,5,1,4,0.010 ,1,100000,3,3,17083.3066 ,3.089 ,19.0900 
2,49,1,0,0,5,0,1,0,6,0,0,5,1,36,2,1,1,1,1,0,8.25 ,5,5.00 ,5.00 ,0,5,5,10,4,4,0.040 ,1,2000,1,3,17083.3066 ,3.089 ,19.0900 
2,43,0,0,0,5,0,1,0,6,0,1,5,1,60,2,1,1,1,1,30,7.25 ,5,5.00 ,3.50 ,0,3,10,10,4,4,0.040 ,1,2000,1,3,17083.3066 ,3.089 ,19.0900 
2,36,1,0,0,6,0,1,15,0,3,1,5,1,80,2,1,0,1,1,60,5.25 ,4,3.50 ,3.50 ,0,1,8,6,3,4,0.200 ,1,60000,1,3,17083.3066 ,3.089 ,19.0900 
2,56,1,0,0,4,0,1,6,0,6,1,5,1,65,2,0,0,0,0,0,8.50 ,4,3.50 ,4.00 ,0,5,5,6,4,3,0.027 ,1,20000,1,3,17083.3066 ,3.089 ,19.0900 
2,36,1,0,1,7,1,1,15,3,6,1,5,2,47,2,0,0,1,0,240,5.00 ,5,5.00 ,5.00 ,0,4,5,5,3,4,0.000 ,1,23000,1,3,17083.3066 ,3.089 ,19.0900 
2,36,1,1,0,6,0,1,16,5,7,1,5,2,56,5,1,0,1,0,120,5.00 ,2,1.50 ,2.00 ,0,4,8,6,3,3,0.083 ,1,37000,1,3,17083.3066 ,3.089 ,19.0900 
2,43,0,0,0,5,0,1,0,2,0,1,5,1,35,2,0,1,0,0,0,3.75 ,4,4.00 ,4.50 ,0,2,8,10,4,4,0.400 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,45,1,0,1,5,0,1,0,2,0,1,5,1,70,2,0,0,1,1,0,6.75 ,4,3.00 ,5.00 ,0,5,0,0,3,4,0.400 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,50,1,0,0,8,0,1,0,1,0,1,5,1,77,2,1,0,0,1,20,7.50 ,5,3.00 ,4.00 ,0,4,10,5,5,4,0.000 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
2,58,1,0,0,7,0,1,0,3,0,1,5,1,70,2,0,0,0,0,0,8.75 ,5,5.00 ,5.00 ,0,2,5,5,3,5,0.013 ,1,42000,1,3,17083.3066 ,3.089 ,19.0900 
3,37,1,0,0,7,0,1,6,5,6,1,5,1,91,3,1,0,1,1,0,5.00 ,3,1.00 ,2.50 ,0,1,10,10,3,4,0.013 ,1,42000,1,3,17083.3066 ,3.089 ,19.0900 
2,41,0,0,0,4,0,1,0,1,9,1,5,0,0,1,0,0,0,0,0,5.00 ,3,1.00 ,1.00 ,0,3,10,0,3,4,0.071 ,1,70000,3,3,17083.3066 ,3.089 ,19.0900 
2,40,1,0,0,4,0,1,9,1,9,1,5,1,55,2,0,0,0,0,30,6.00 ,3,1.00 ,1.00 ,0,3,8,5,3,4,0.071 ,1,70000,3,3,17083.3066 ,3.089 ,19.0900 
2,60,1,0,0,3,0,1,9,6,9,1,5,1,56,2,0,0,0,0,0,6.50 ,5,5.00 ,4.50 ,0,4,10,10,3,5,0.000 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,49,1,0,1,8,0,1,6,3,6,1,1,1,42,2,1,0,1,1,120,3.75 ,4,2.00 ,3.50 ,0,4,5,5,3,2,0.000 ,1,80000,1,3,17083.3066 ,3.089 ,19.0900 
2,28,1,0,0,8,0,1,9,1,6,1,5,1,35,2,1,0,0,0,0,5.75 ,4,3.50 ,3.00 ,0,4,10,7,1,2,0.000 ,1,80000,1,3,17083.3066 ,3.089 ,19.0900 
2,42,0,0,1,4,0,1,0,7,6,1,2,1,70,2,0,0,0,0,0,4.25 ,3,3.50 ,3.00 ,0,5,4,5,1,4,0.483 ,1,40300,1,3,17083.3066 ,3.089 ,19.0900 
2,52,1,1,0,3,0,1,0,0,0,0,4,0,0,2,0,0,0,1,0,5.00 ,3,2.50 ,2.50 ,0,3,5,5,2,3,0.000 ,1,20000,2,3,17083.3066 ,3.089 ,19.0900 
3,42,1,1,1,7,0,1,15,8,9,1,5,1,70,2,1,0,0,1,0,3.75 ,3,3.00 ,3.00 ,0,3,10,10,3,4,0.000 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
3,57,1,1,0,6,0,1,0,0,0,1,5,1,49,2,0,0,0,0,60,2.25 ,1,4.00 ,3.50 ,0,3,1,5,3,3,0.018 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,28,0,1,0,6,0,1,9,7,3,1,4,0,0,2,1,0,0,1,60,6.25 ,2,1.50 ,4.00 ,0,4,6,10,3,4,0.018 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,37,1,1,0,6,0,1,6,1,6,1,5,1,70,2,1,1,0,0,90,5.00 ,5,2.00 ,3.00 ,0,3,10,5,3,4,0.040 ,1,100000,2,3,17083.3066 ,3.089 ,19.0900 
2,36,0,1,0,6,0,1,0,1,6,1,5,1,70,1,1,0,1,1,60,6.75 ,3,4.00 ,3.00 ,0,2,7,6,1,4,0.040 ,1,100000,2,3,17083.3066 ,3.089 ,19.0900 
2,37,1,1,0,6,0,1,0,4,0,1,5,1,60,2,1,0,0,1,240,4.75 ,5,3.50 ,5.00 ,0,5,8,10,3,1,0.038 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,33,0,1,0,6,0,1,0,4,0,1,1,1,70,1,0,0,1,0,180,5.00 ,2,2.50 ,3.00 ,0,4,0,3,3,3,0.038 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,33,1,1,0,5,0,1,6,3,3,1,5,2,18,0,1,1,1,1,120,7.50 ,5,5.00 ,5.00 ,0,5,10,10,5,5,0.000 ,1,60000,2,3,17083.3066 ,3.089 ,19.0900 
2,52,1,1,0,6,0,1,0,0,0,1,5,1,70,2,1,0,1,1,180,5.00 ,5,5.00 ,5.00 ,1,3,10,3,5,4,0.000 ,1,60000,2,3,17083.3066 ,3.089 ,19.0900 
2,37,1,1,0,5,0,1,6,1,6,1,5,2,70,2,0,0,0,0,45,5.00 ,4,2.50 ,4.00 ,0,4,6,4,2,2,0.250 ,0,20000,1,3,26422.1106 ,2.321 ,30.0500 
2,38,0,1,0,5,0,1,0,1,6,1,5,1,49,2,0,0,0,0,60,5.25 ,3,3.00 ,3.00 ,0,4,5,5,3,4,0.250 ,0,20000,1,3,26422.1106 ,2.321 ,30.0500 
2,46,1,0,0,3,0,1,9,0,9,1,5,1,56,2,1,0,1,0,90,6.75 ,5,4.50 ,4.00 ,0,4,0,0,5,5,0.136 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
2,48,1,0,0,6,0,1,6,2,0,1,5,1,35,2,0,0,0,1,0,4.25 ,5,4.50 ,5.00 ,1,4,8,10,3,5,0.000 ,1,30000,1,3,17083.3066 ,3.089 ,19.0900 
2,50,1,0,0,6,0,1,6,8,0,1,4,1,63,2,0,0,1,1,60,3.75 ,3,2.50 ,3.50 ,0,3,4,3,4,4,0.000 ,1,90000,2,3,17083.3066 ,3.089 ,19.0900 
2,42,0,0,0,6,0,1,6,8,0,1,4,1,49,2,0,0,1,0,60,5.50 ,4,4.50 ,3.00 ,0,3,5,5,3,4,0.000 ,1,90000,2,3,17083.3066 ,3.089 ,19.0900 
2,59,1,0,1,3,0,1,9,5,9,0,5,1,5,2,0,0,0,0,30,7.00 ,4,2.50 ,5.00 ,0,5,3,2,5,5,0.000 ,1,20000,1,3,17083.3066 ,3.089 ,19.0900 
3,54,1,0,0,6,0,1,6,0,6,1,5,1,56,2,0,0,0,0,0,7.50 ,5,5.00 ,5.00 ,0,1,10,10,1,4,0.000 ,1,60000,1,3,17083.3066 ,3.089 ,19.0900 
2,47,1,0,0,6,0,1,0,1,0,1,5,1,70,2,1,0,0,1,120,5.25 ,5,3.50 ,4.50 ,0,2,5,5,5,5,0.000 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,25,0,0,0,6,0,1,9,3,3,1,4,1,72,2,1,1,1,0,120,5.00 ,2,2.00 ,3.50 ,0,3,10,8,5,4,0.000 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,46,0,0,0,6,0,1,0,1,0,1,3,1,63,2,0,0,0,0,0,6.25 ,4,3.50 ,4.50 ,0,4,8,6,4,4,0.000 ,1,15000,1,3,17083.3066 ,3.089 ,19.0900 
2,49,1,0,0,4,0,1,6,3,6,1,5,1,84,2,0,0,1,1,30,4.50 ,3,4.00 ,3.00 ,0,4,10,10,3,4,0.067 ,1,2200,1,3,17083.3066 ,3.089 ,19.0900 
2,46,0,0,0,4,0,1,0,3,6,1,5,1,56,2,0,0,1,1,60,7.00 ,3,3.00 ,3.00 ,0,4,10,6,1,4,0.067 ,1,2200,1,3,17083.3066 ,3.089 ,19.0900 
3,49,1,0,0,9,0,1,9,1,9,1,5,1,70,2,0,0,1,1,0,4.75 ,4,2.50 ,4.00 ,0,3,5,5,3,4,0.000 ,1,80000,1,3,17083.3066 ,3.089 ,19.0900 
2,43,1,0,0,5,0,1,6,0,6,1,5,1,30,2,0,0,1,0,240,4.25 ,2,2.50 ,2.00 ,0,2,9,9,2,4,0.077 ,1,10000,1,3,17083.3066 ,3.089 ,19.0900 
2,43,0,0,0,5,0,1,0,0,6,1,5,1,42,2,0,0,1,1,0,3.75 ,4,3.50 ,5.00 ,0,3,10,10,3,2,0.077 ,1,10000,1,3,17083.3066 ,3.089 ,19.0900 
1,53,1,0,0,12,0,1,6,0,6,0,5,1,84,2,1,1,1,1,30,5.00 ,3,4.00 ,3.50 ,0,2,10,7,3,4,0.042 ,1,150000,2,3,17083.3066 ,3.089 ,19.0900 
2,34,1,0,0,12,0,1,6,1,3,1,4,1,70,2,0,1,1,1,100,3.25 ,2,3.50 ,3.00 ,0,3,6,7,3,4,0.042 ,1,150000,2,3,17083.3066 ,3.089 ,19.0900 
2,33,0,0,0,12,0,1,9,1,3,1,3,1,60,1,1,1,0,1,420,4.25 ,3,1.50 ,3.00 ,0,3,8,6,3,4,0.042 ,1,150000,2,3,17083.3066 ,3.089 ,19.0900 
2,31,1,0,1,12,0,1,15,2,6,1,5,1,84,1,1,0,1,1,120,7.00 ,3,3.00 ,3.00 ,0,3,10,5,3,5,0.042 ,1,150000,2,3,17083.3066 ,3.089 ,19.0900 
2,43,1,0,1,5,0,1,15,1,3,1,5,2,50,2,1,0,1,1,60,5.50 ,5,2.00 ,3.00 ,0,4,8,8,5,5,0.116 ,1,70000,2,3,17083.3066 ,3.089 ,19.0900 
2,44,0,0,1,5,0,1,12,1,3,1,5,1,61,3,0,0,0,0,30,3.75 ,3,2.00 ,4.00 ,0,4,9,9,2,4,0.116 ,1,70000,2,3,17083.3066 ,3.089 ,19.0900 
2,44,0,0,0,6,0,1,9,1,0,1,3,1,60,2,0,0,0,0,560,4.25 ,3,4.00 ,3.00 ,0,4,5,5,2,4,0.054 ,1,67500,1,3,17083.3066 ,3.089 ,19.0900 
2,45,1,0,0,6,0,1,9,1,0,1,5,1,56,1,1,0,1,1,30,4.25 ,3,3.00 ,5.00 ,0,3,5,4,1,4,0.054 ,1,67500,1,3,17083.3066 ,3.089 ,19.0900 
3,57,1,0,0,4,0,1,6,0,6,1,5,1,56,2,0,0,0,0,60,7.50 ,3,3.50 ,4.50 ,0,4,5,4,3,4,0.100 ,1,70800,2,3,17083.3066 ,3.089 ,19.0900 
2,32,1,0,1,5,0,1,9,1,0,1,5,1,70,2,0,0,1,1,60,5.00 ,3,2.00 ,3.50 ,0,3,5,5,5,4,0.000 ,0,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,58,1,0,1,4,0,1,9,1,0,0,5,1,50,2,0,0,1,0,60,5.00 ,5,4.00 ,3.50 ,0,4,8,6,3,3,0.000 ,1,150000,3,3,17083.3066 ,3.089 ,19.0900 
2,33,1,0,0,4,0,1,16,4,1,1,5,1,40,4,1,1,1,1,120,6.50 ,3,3.50 ,3.50 ,0,5,8,7,3,4,0.000 ,1,150000,3,3,17083.3066 ,3.089 ,19.0900 
2,34,1,0,0,7,0,1,12,1,0,1,5,1,57,1,1,0,1,1,480,3.75 ,3,1.00 ,5.00 ,0,4,5,10,3,4,0.036 ,1,113000,2,3,17083.3066 ,3.089 ,19.0900 
1,39,0,1,0,3,0,1,12,1,0,0,3,0,0,2,0,0,1,0,360,2.75 ,3,1.50 ,5.00 ,0,3,7,7,2,3,0.000 ,0,130000,4,3,17083.3066 ,3.089 ,19.0900 
2,40,1,1,1,3,0,1,12,1,0,0,3,2,80,5,1,0,1,1,60,5.00 ,3,4.00 ,5.00 ,0,4,8,8,2,4,0.000 ,0,130000,4,3,17083.3066 ,3.089 ,19.0900 
2,33,1,0,1,5,0,1,16,2,0,1,5,2,50,5,1,0,1,1,120,5.25 ,3,3.50 ,3.00 ,0,5,9,8,4,4,0.000 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,51,1,0,0,5,0,1,0,3,9,1,5,1,1,1,0,0,0,0,5,7.50 ,1,5.00 ,5.00 ,0,5,10,10,5,4,0.000 ,1,100000,2,3,17083.3066 ,3.089 ,19.0900 
2,48,0,0,0,5,0,1,9,3,9,1,5,1,3,1,0,0,0,1,120,6.25 ,1,1.00 ,1.00 ,0,4,10,10,1,4,0.000 ,1,100000,2,3,17083.3066 ,3.089 ,19.0900 
2,52,1,0,0,9,0,1,12,1,6,1,5,1,40,2,1,0,1,1,90,4.50 ,4,2.00 ,3.00 ,0,4,10,10,1,4,0.120 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
3,28,1,0,0,9,0,1,9,2,0,1,5,1,40,1,1,0,0,1,180,5.75 ,3,1.00 ,4.00 ,0,4,3,3,4,3,0.120 ,1,50000,1,3,17083.3066 ,3.089 ,19.0900 
2,33,1,1,0,10,1,1,9,2,3,0,5,0,0,1,1,0,0,0,180,6.25 ,5,5.00 ,5.00 ,0,1,10,5,4,4,0.000 ,1,60000,1,3,17083.3066 ,3.089 ,19.0900 
2,44,1,1,0,4,1,1,9,0,0,1,4,2,48,3,0,0,0,0,60,7.00 ,3,2.00 ,3.00 ,0,4,7,6,3,4,0.400 ,1,30000,2,3,17083.3066 ,3.089 ,19.0900 
2,44,0,1,0,4,1,1,9,0,0,1,5,2,40,1,0,0,0,1,60,4.50 ,4,3.00 ,4.00 ,0,3,8,5,3,4,0.400 ,1,30000,2,3,17083.3066 ,3.089 ,19.0900 
2,58,1,1,0,6,1,1,12,0,3,1,5,2,48,4,0,0,0,0,60,7.75 ,3,2.00 ,4.00 ,0,4,10,8,3,4,0.000 ,1,87000,2,3,17083.3066 ,3.089 ,19.0900 
1,27,1,1,0,6,1,1,15,0,3,0,5,1,20,2,1,0,1,0,600,6.25 ,3,1.00 ,5.00 ,0,5,10,10,3,4,0.000 ,1,87000,2,3,17083.3066 ,3.089 ,19.0900 
2,56,1,1,0,5,1,1,9,2,3,0,5,0,0,2,0,0,1,0,5,5.25 ,3,5.00 ,4.00 ,0,3,2,3,1,4,0.100 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,35,1,1,0,5,1,1,12,2,0,1,4,1,56,1,1,0,1,0,60,6.25 ,2,2.50 ,2.50 ,0,4,8,7,3,3,0.100 ,1,80000,2,3,17083.3066 ,3.089 ,19.0900 
2,39,1,0,0,9,1,1,12,1,6,1,5,1,70,1,1,0,0,1,0,6.00 ,3,2.50 ,3.50 ,0,4,8,5,3,4,0.000 ,0,20000,2,3,17083.3066 ,3.089 ,19.0900 
2,38,1,0,1,9,0,1,12,5,3,1,5,0,0,2,1,0,1,1,180,7.50 ,3,1.00 ,5.00 ,0,3,6,5,3,4,0.000 ,0,20000,2,3,17083.3066 ,3.089 ,19.0900 
3,56,1,0,0,4,0,1,0,2,0,1,5,1,21,2,0,0,0,0,0,8.25 ,5,4.00 ,5.00 ,0,2,5,5,3,4,0.070 ,1,70000,2,2,10784.7954 ,2.058 ,16.9900 
2,56,1,1,0,6,0,1,9,4,0,1,5,1,70,2,0,0,0,0,0,4.75 ,3,4.00 ,3.50 ,0,3,10,5,3,4,0.571 ,1,20000,1,3,17083.3066 ,3.089 ,19.0900 
2,39,1,1,0,5,1,1,9,2,9,1,3,1,48,2,1,0,1,0,0,5.00 ,3,3.50 ,3.00 ,0,2,8,8,5,4,0.000 ,0,46000,2,3,17083.3066 ,3.089 ,19.0900 
1,37,0,1,0,5,0,1,0,2,9,1,3,0,0,0,1,0,1,1,0,10.00 ,5,5.00 ,5.00 ,0,4,7,10,5,4,0.000 ,0,46000,2,3,17083.3066 ,3.089 ,19.0900 
2,47,1,1,0,6,0,1,6,6,3,1,5,1,84,1,0,0,0,0,60,3.50 ,3,3.00 ,4.00 ,1,4,5,5,3,4,0.667 ,1,100000,2,3,17083.3066 ,3.089 ,19.0900 
2,57,1,0,0,4,0,1,9,3,3,1,5,1,60,3,0,0,0,0,120,4.75 ,3,3.00 ,3.50 ,0,1,10,8,5,4,0.000 ,1,144000,3,3,17083.3066 ,3.089 ,19.0900 
2,59,1,1,0,2,0,1,9,2,0,1,5,1,60,2,0,0,0,0,60,5.00 ,3,3.50 ,2.00 ,0,3,8,5,4,4,0.000 ,0,50000,3,3,17083.3066 ,3.089 ,19.0900 
